Title,Media URL,Pinterest board,Description,Link,Publish date,Keywords
Definition of android,https://dl.dropboxusercontent.com/scl/fi/zw88ck0cbo0j9mv12967k/image-880.jpg?rlkey=gxvo06sd9aq2zgcp2edjpmg8j&dl=1,definitions/English,an automaton that resembles a human being,https://trueandfiction.com/definition/definition-of-android/,2025-01-01T22:50,"definition, meaning, english, vocabulary, android"
Definition of corn cockle,https://dl.dropboxusercontent.com/scl/fi/4bnke8nwgh5kk61talq4b/image-881.jpg?rlkey=j444wlamrm49qbgjxq23egh4n&dl=1,definitions/English,European annual having large trumpet-shaped reddish-purple flowers and poisonous seed; a common weed in grainfields and beside roadways; naturalized in America,https://trueandfiction.com/definition/definition-of-corn-cockle/,2025-01-01T22:55,"definition, meaning, english, vocabulary, corn cockle"
Definition of icefall,https://dl.dropboxusercontent.com/scl/fi/e8gstyapwzkzbsra9mppi/image-882.jpg?rlkey=mf3wp7u9tb9jglc1w4jzx651i&dl=1,definitions/English,a steep part of a glacier resembling a frozen waterfall,https://trueandfiction.com/definition/definition-of-icefall/,2025-01-01T22:00,"definition, meaning, english, vocabulary, icefall"
Definition of goidelic,https://dl.dropboxusercontent.com/scl/fi/ig5uevr9ancu7boo1sz62/image-883.jpg?rlkey=5hu5l1c23rg1nfcte11h4ucfe&dl=1,definitions/English,any of several related languages of the Celts in Ireland and Scotland,https://trueandfiction.com/definition/definition-of-goidelic/,2025-01-01T22:01,"definition, meaning, english, vocabulary, goidelic"
Definition of definable,https://dl.dropboxusercontent.com/scl/fi/cefkpb29s9v9n73xkwd78/image-884.jpg?rlkey=nmdtxsetp1lxma7t22fe16dxk&dl=1,definitions/English,"capable of being defined, limited, or explained",https://trueandfiction.com/definition/definition-of-definable/,2025-01-01T22:03,"definition, meaning, english, vocabulary, definable"
Definition of scandent,https://dl.dropboxusercontent.com/scl/fi/6dhtv6zjsnvxg0a3h5ulo/image-885.jpg?rlkey=rqjlitanvlw2eic6r9yqund06&dl=1,definitions/English,used especially of plants; having a tendency to climb,https://trueandfiction.com/definition/definition-of-scandent/,2025-01-01T22:05,"definition, meaning, english, vocabulary, scandent"
Definition of unenlightened,https://dl.dropboxusercontent.com/scl/fi/fld3ofjn69pk4g7xce5f2/image-886.jpg?rlkey=21fdr4lgzqjtcjjbbkuqk74od&dl=1,definitions/English,lacking information or instruction,https://trueandfiction.com/definition/definition-of-unenlightened/,2025-01-01T22:07,"definition, meaning, english, vocabulary, unenlightened"
Definition of electronic dictionary,https://dl.dropboxusercontent.com/scl/fi/41e0rqrxka6lmvm3wbzmg/image-887.jpg?rlkey=tkx7ezqf2x1g1q75waewbaglo&dl=1,definitions/English,a machine-readable version of a standard dictionary; organized alphabetically,https://trueandfiction.com/definition/definition-of-electronic-dictionary/,2025-01-01T22:09,"definition, meaning, english, vocabulary, electronic dictionary"
Definition of bullfighting,https://dl.dropboxusercontent.com/scl/fi/fcc524phw0cq29qtjwbtt/image-888.jpg?rlkey=qxdhqq4vixquncft1u4oni2kk&dl=1,definitions/English,the activity at a bullfight,https://trueandfiction.com/definition/definition-of-bullfighting/,2025-01-01T22:11,"definition, meaning, english, vocabulary, bullfighting"
Definition of modal auxiliary,https://dl.dropboxusercontent.com/scl/fi/wmxga4yl8nl5s2ecvd6to/image-889.jpg?rlkey=7hyc4016lyuju3i546tmnmmop&dl=1,definitions/English,an auxiliary verb (such as `can' or `will') that is used to express modality,https://trueandfiction.com/definition/definition-of-modal-auxiliary/,2025-01-01T22:13,"definition, meaning, english, vocabulary, modal auxiliary"
Definition of fistful,https://dl.dropboxusercontent.com/scl/fi/5lw4xzhan9tiohmahjqi9/image-890.jpg?rlkey=61j0opmi1a35gnkoa1ibpnkd7&dl=1,definitions/English,the quantity that can be held in the hand,https://trueandfiction.com/definition/definition-of-fistful/,2025-01-01T22:15,"definition, meaning, english, vocabulary, fistful"
Definition of legendary creature,https://dl.dropboxusercontent.com/scl/fi/uu8qz4wmzlorzl41wvp00/image-891.jpg?rlkey=z4zr6bmddzlvq4sk8qaj9nyar&dl=1,definitions/English,a monster that is unverifiable but popularly accepted as possibly factual,https://trueandfiction.com/definition/definition-of-legendary-creature/,2025-01-01T22:17,"definition, meaning, english, vocabulary, legendary creature"
Definition of web site,https://dl.dropboxusercontent.com/scl/fi/vnq0wgkqch5e9kgb8vt47/image-892.jpg?rlkey=lfcqjl2ss5hjzeitqrmhpx00z&dl=1,definitions/English,a computer connected to the internet that maintains a series of web pages on the World Wide Web,https://trueandfiction.com/definition/definition-of-web-site/,2025-01-01T22:19,"definition, meaning, english, vocabulary, web site"
Definition of upstroke,https://dl.dropboxusercontent.com/scl/fi/ml0b6845r7p1jzrty1y63/image-893.jpg?rlkey=al3j5oaqvz3re128j3rxrdkfb&dl=1,definitions/English,a stroke normally made in an upward direction,https://trueandfiction.com/definition/definition-of-upstroke/,2025-01-01T22:21,"definition, meaning, english, vocabulary, upstroke"
Definition of roomily,https://dl.dropboxusercontent.com/scl/fi/ufyga4dsnap733k406n2k/image-894.jpg?rlkey=gpiktfwdbg1jl5ngpmmc2mo7i&dl=1,definitions/English,with ample room,https://trueandfiction.com/definition/definition-of-roomily/,2025-01-01T22:23,"definition, meaning, english, vocabulary, roomily"
Definition of transistorize,https://dl.dropboxusercontent.com/scl/fi/87l1ghlifsubsf94uy5pj/image-895.jpg?rlkey=hkq8up7j7l2lvmmhp5cw8vm6u&dl=1,definitions/English,equip (an electronic circuit or device) with transistors,https://trueandfiction.com/definition/definition-of-transistorize/,2025-01-01T22:25,"definition, meaning, english, vocabulary, transistorize"
Definition of rollickingly,https://dl.dropboxusercontent.com/scl/fi/addab3oyavbflvsw3rj3o/image-896.jpg?rlkey=ri95q9weja936on9np2x63d4d&dl=1,definitions/English,in a carefree manner,https://trueandfiction.com/definition/definition-of-rollickingly/,2025-01-01T22:27,"definition, meaning, english, vocabulary, rollickingly"
Definition of finalize,https://dl.dropboxusercontent.com/scl/fi/7lpf2ucebgt6etgao5b2c/image-897.jpg?rlkey=627q6s4r51yxntwxi4bp89opu&dl=1,definitions/English,make final; put the last touches on; put into final form,https://trueandfiction.com/definition/definition-of-finalize/,2025-01-01T22:29,"definition, meaning, english, vocabulary, finalize"
Definition of reversionary,https://dl.dropboxusercontent.com/scl/fi/9ig5baggy4ncmnjhk5zgh/image-898.jpg?rlkey=pqsjun69v9699ay0j2cv5e3tr&dl=1,definitions/English,of or relating to or involving a reversion (especially a legal reversion),https://trueandfiction.com/definition/definition-of-reversionary/,2025-01-01T22:31,"definition, meaning, english, vocabulary, reversionary"
Definition of neftali ricardo reyes,https://dl.dropboxusercontent.com/scl/fi/3rtdw2n59acqc4rzoyg1k/image-899.jpg?rlkey=1en10f7cx6tano8m2297s0els&dl=1,definitions/English,Chilean poet (1904-1973),https://trueandfiction.com/definition/definition-of-neftali-ricardo-reyes/,2025-01-01T22:33,"definition, meaning, english, vocabulary, neftali ricardo reyes"
Definition of weeping tree broom,https://dl.dropboxusercontent.com/scl/fi/ckpld0mnfpz6cbgjrjq2k/image-900.jpg?rlkey=x75k5gap372uixahjvxzl9xx5&dl=1,definitions/English,small shrubby tree of New Zealand having weeping branches and racemes of white to violet flowers followed by woolly indehiscent two-seeded pods,https://trueandfiction.com/definition/definition-of-weeping-tree-broom/,2025-01-01T22:35,"definition, meaning, english, vocabulary, weeping tree broom"
Definition of alfileria,https://dl.dropboxusercontent.com/scl/fi/soh78c2s5ma25zvpn1zma/image-901.jpg?rlkey=pfzenhf578pgvlbw28uv4lfgm&dl=1,definitions/English,European weed naturalized in southwestern United States and Mexico having reddish decumbent stems with small fernlike leaves and small deep reddish-lavender flowers followed by slender fruits that stick straight up; often grown for forage,https://trueandfiction.com/definition/definition-of-alfileria/,2025-01-01T22:38,"definition, meaning, english, vocabulary, alfileria"
