ID;Type;Keywords (ILJ);Title;Url;Sub-Type;Outgoing;Incoming
5500;post;internal cerebral vein;Definition of internal cerebral vein;https://trueandfiction.com/definition/definition-of-internal-cerebral-vein/;definition;0;0
5499;post;directive;Definition of directive;https://trueandfiction.com/definition/definition-of-directive/;definition;0;0
5498;post;look upon;Definition of look upon;https://trueandfiction.com/definition/definition-of-look-upon/;definition;0;0
5497;post;united states of america;Definition of united states of america;https://trueandfiction.com/definition/definition-of-united-states-of-america/;definition;0;0
5496;post;cowled;Definition of cowled;https://trueandfiction.com/definition/definition-of-cowled/;definition;0;0
5495;post;afghanistan;Definition of afghanistan;https://trueandfiction.com/definition/definition-of-afghanistan/;definition;0;0
5494;post;refit;Definition of refit;https://trueandfiction.com/definition/definition-of-refit/;definition;0;0
5492;post;nonphotosynthetic;Definition of nonphotosynthetic;https://trueandfiction.com/definition/definition-of-nonphotosynthetic/;definition;0;0
5491;post;mesocricetus;Definition of mesocricetus;https://trueandfiction.com/definition/definition-of-mesocricetus/;definition;0;0
5490;post;refresh;Definition of refresh;https://trueandfiction.com/definition/definition-of-refresh/;definition;0;0
5489;post;leucanthemum maximum;Definition of leucanthemum maximum;https://trueandfiction.com/definition/definition-of-leucanthemum-maximum/;definition;0;0
5488;post;department head;Definition of department head;https://trueandfiction.com/definition/definition-of-department-head/;definition;0;0
5487;post;a priori;Definition of a priori;https://trueandfiction.com/definition/definition-of-a-priori/;definition;0;0
5486;post;hemin;Definition of hemin;https://trueandfiction.com/definition/definition-of-hemin/;definition;0;0
5485;post;exhaust fan;Definition of exhaust fan;https://trueandfiction.com/definition/definition-of-exhaust-fan/;definition;0;0
5484;post;grey friar;Definition of grey friar;https://trueandfiction.com/definition/definition-of-grey-friar/;definition;0;0
5483;post;mantle;Definition of mantle;https://trueandfiction.com/definition/definition-of-mantle/;definition;0;0
5482;post;triple sec;Definition of triple sec;https://trueandfiction.com/definition/definition-of-triple-sec/;definition;0;0
5481;post;humans;Definition of humans;https://trueandfiction.com/definition/definition-of-humans/;definition;0;0
5480;post;klorvess;Definition of klorvess;https://trueandfiction.com/definition/definition-of-klorvess/;definition;0;0
5479;post;capital of red china;Definition of capital of red china;https://trueandfiction.com/definition/definition-of-capital-of-red-china/;definition;0;0
5478;post;off and on;Definition of off and on;https://trueandfiction.com/definition/definition-of-off-and-on/;definition;0;0
5477;post;surfeit;Definition of surfeit;https://trueandfiction.com/definition/definition-of-surfeit/;definition;0;0
5475;post;balkan country;Definition of balkan country;https://trueandfiction.com/definition/definition-of-balkan-country/;definition;0;0
5474;post;like fun;Definition of like fun;https://trueandfiction.com/definition/definition-of-like-fun/;definition;0;0
5473;post;spicate;Definition of spicate;https://trueandfiction.com/definition/definition-of-spicate/;definition;0;0
5472;post;black cherry tree;Definition of black cherry tree;https://trueandfiction.com/definition/definition-of-black-cherry-tree/;definition;0;0
5471;post;pangaea;Definition of pangaea;https://trueandfiction.com/definition/definition-of-pangaea/;definition;0;0
5470;post;winslow homer;Definition of winslow homer;https://trueandfiction.com/definition/definition-of-winslow-homer/;definition;0;0
5469;post;acned;Definition of acned;https://trueandfiction.com/definition/definition-of-acned/;definition;0;0
5468;post;impromptu;Definition of impromptu;https://trueandfiction.com/definition/definition-of-impromptu/;definition;0;0
5467;post;on average;Definition of on average;https://trueandfiction.com/definition/definition-of-on-average/;definition;0;0
5466;post;lifeguard;Definition of lifeguard;https://trueandfiction.com/definition/definition-of-lifeguard/;definition;0;0
5465;post;serous;Definition of serous;https://trueandfiction.com/definition/definition-of-serous/;definition;0;0
5463;post;donner pass;Definition of donner pass;https://trueandfiction.com/definition/definition-of-donner-pass/;definition;0;0
5460;post;black bean;Definition of black bean;https://trueandfiction.com/definition/definition-of-black-bean/;definition;0;0
5459;post;taphephobia;Definition of taphephobia;https://trueandfiction.com/definition/definition-of-taphephobia/;definition;0;0
5458;post;gopher tortoise;Definition of gopher tortoise;https://trueandfiction.com/definition/definition-of-gopher-tortoise/;definition;0;0
5457;post;excusatory;Definition of excusatory;https://trueandfiction.com/definition/definition-of-excusatory/;definition;0;0
5456;post;guitar pick;Definition of guitar pick;https://trueandfiction.com/definition/definition-of-guitar-pick/;definition;0;0
5455;post;religiousism;Definition of religiousism;https://trueandfiction.com/definition/definition-of-religiousism/;definition;0;0
5454;post;alto clef;Definition of alto clef;https://trueandfiction.com/definition/definition-of-alto-clef/;definition;0;0
5453;post;paeony;Definition of paeony;https://trueandfiction.com/definition/definition-of-paeony/;definition;0;0
5452;post;sontag;Definition of sontag;https://trueandfiction.com/definition/definition-of-sontag/;definition;0;0
5451;post;asperula;Definition of asperula;https://trueandfiction.com/definition/definition-of-asperula/;definition;0;0
5450;post;misgovernment;Definition of misgovernment;https://trueandfiction.com/definition/definition-of-misgovernment/;definition;0;0
5449;post;gavel;Definition of gavel;https://trueandfiction.com/definition/definition-of-gavel/;definition;0;0
5448;post;urbanization;Definition of urbanization;https://trueandfiction.com/definition/definition-of-urbanization/;definition;0;0
5447;post;dogwood tree;Definition of dogwood tree;https://trueandfiction.com/definition/definition-of-dogwood-tree/;definition;0;0
5446;post;agastache nepetoides;Definition of agastache nepetoides;https://trueandfiction.com/definition/definition-of-agastache-nepetoides/;definition;0;0
5445;post;ankle bracelet;Definition of ankle bracelet;https://trueandfiction.com/definition/definition-of-ankle-bracelet/;definition;0;0
5444;post;innuendo;Definition of innuendo;https://trueandfiction.com/definition/definition-of-innuendo/;definition;0;0
5443;post;curtsey;Definition of curtsey;https://trueandfiction.com/definition/definition-of-curtsey/;definition;0;0
5442;post;kaki;Definition of kaki;https://trueandfiction.com/definition/definition-of-kaki/;definition;0;0
5441;post;ganger;Definition of ganger;https://trueandfiction.com/definition/definition-of-ganger/;definition;0;0
5440;post;liberally;Definition of liberally;https://trueandfiction.com/definition/definition-of-liberally/;definition;0;0
5439;post;raita;Definition of raita;https://trueandfiction.com/definition/definition-of-raita/;definition;0;0
5438;post;single-leaf pine;Definition of single-leaf pine;https://trueandfiction.com/definition/definition-of-single-leaf-pine/;definition;0;0
5437;post;first floor;Definition of first floor;https://trueandfiction.com/definition/definition-of-first-floor/;definition;0;0
5436;post;strait of malacca;Definition of strait of malacca;https://trueandfiction.com/definition/definition-of-strait-of-malacca/;definition;0;0
5435;post;coregonus artedi;Definition of coregonus artedi;https://trueandfiction.com/definition/definition-of-coregonus-artedi/;definition;0;0
5434;post;ian wilmut;Definition of ian wilmut;https://trueandfiction.com/definition/definition-of-ian-wilmut/;definition;0;0
5433;post;epizoan;Definition of epizoan;https://trueandfiction.com/definition/definition-of-epizoan/;definition;0;0
5432;post;hypothesise;Definition of hypothesise;https://trueandfiction.com/definition/definition-of-hypothesise/;definition;0;0
5431;post;pilot light;Definition of pilot light;https://trueandfiction.com/definition/definition-of-pilot-light/;definition;0;0
5430;post;thin-leaved bilberry;Definition of thin-leaved bilberry;https://trueandfiction.com/definition/definition-of-thin-leaved-bilberry/;definition;0;0
5429;post;mariposa lily;Definition of mariposa lily;https://trueandfiction.com/definition/definition-of-mariposa-lily/;definition;0;0
5428;post;roil;Definition of roil;https://trueandfiction.com/definition/definition-of-roil/;definition;0;0
5427;post;percheron;Definition of percheron;https://trueandfiction.com/definition/definition-of-percheron/;definition;0;0
5426;post;starchless;Definition of starchless;https://trueandfiction.com/definition/definition-of-starchless/;definition;0;0
5425;post;wagram;Definition of wagram;https://trueandfiction.com/definition/definition-of-wagram/;definition;0;0
5424;post;bessy cerca;Definition of bessy cerca;https://trueandfiction.com/definition/definition-of-bessy-cerca/;definition;0;0
5423;post;sagebrush;Definition of sagebrush;https://trueandfiction.com/definition/definition-of-sagebrush/;definition;0;0
5422;post;boardroom;Definition of boardroom;https://trueandfiction.com/definition/definition-of-boardroom/;definition;0;0
5421;post;steam heating;Definition of steam heating;https://trueandfiction.com/definition/definition-of-steam-heating/;definition;0;0
5420;post;tester;Definition of tester;https://trueandfiction.com/definition/definition-of-tester/;definition;0;0
5419;post;pillar box;Definition of pillar box;https://trueandfiction.com/definition/definition-of-pillar-box/;definition;0;0
5418;post;eastern turki;Definition of eastern turki;https://trueandfiction.com/definition/definition-of-eastern-turki/;definition;0;0
5417;post;arrow leaved aster;Definition of arrow leaved aster;https://trueandfiction.com/definition/definition-of-arrow-leaved-aster/;definition;0;0
5416;post;mexican sunflower;Definition of mexican sunflower;https://trueandfiction.com/definition/definition-of-mexican-sunflower/;definition;0;0
5415;post;primary censorship;Definition of primary censorship;https://trueandfiction.com/definition/definition-of-primary-censorship/;definition;0;0
5414;post;aspleniaceae;Definition of aspleniaceae;https://trueandfiction.com/definition/definition-of-aspleniaceae/;definition;0;0
5413;post;draw near;Definition of draw near;https://trueandfiction.com/definition/definition-of-draw-near/;definition;0;0
5412;post;genus pseudococcus;Definition of genus pseudococcus;https://trueandfiction.com/definition/definition-of-genus-pseudococcus/;definition;0;0
5411;post;personal effects;Definition of personal effects;https://trueandfiction.com/definition/definition-of-personal-effects/;definition;0;0
5410;post;john d. rockefeller;Definition of john d. rockefeller;https://trueandfiction.com/definition/definition-of-john-d-rockefeller/;definition;0;0
5409;post;take out;Definition of take out;https://trueandfiction.com/definition/definition-of-take-out/;definition;0;0
5408;post;rouge;Definition of rouge;https://trueandfiction.com/definition/definition-of-rouge/;definition;0;0
5407;post;shintoism;Definition of shintoism;https://trueandfiction.com/definition/definition-of-shintoism/;definition;0;0
5405;post;genus automeris;Definition of genus automeris;https://trueandfiction.com/definition/definition-of-genus-automeris/;definition;0;0
5404;post;tonsillitis;Definition of tonsillitis;https://trueandfiction.com/definition/definition-of-tonsillitis/;definition;0;0
5403;post;fringillidae;Definition of fringillidae;https://trueandfiction.com/definition/definition-of-fringillidae/;definition;0;0
5402;post;go to war;Definition of go to war;https://trueandfiction.com/definition/definition-of-go-to-war/;definition;0;0
5401;post;muscle sense;Definition of muscle sense;https://trueandfiction.com/definition/definition-of-muscle-sense/;definition;0;0
5400;post;subfamily corylaceae;Definition of subfamily corylaceae;https://trueandfiction.com/definition/definition-of-subfamily-corylaceae/;definition;0;0
5399;post;sixty-five;Definition of sixty-five;https://trueandfiction.com/definition/definition-of-sixty-five/;definition;0;0
5398;post;repulsion;Definition of repulsion;https://trueandfiction.com/definition/definition-of-repulsion/;definition;0;0
5397;post;deprecating;Definition of deprecating;https://trueandfiction.com/definition/definition-of-deprecating/;definition;0;0
5396;post;syndicalism;Definition of syndicalism;https://trueandfiction.com/definition/definition-of-syndicalism/;definition;0;0
5395;post;splitsaw;Definition of splitsaw;https://trueandfiction.com/definition/definition-of-splitsaw/;definition;0;0
5394;post;nighttime;Definition of nighttime;https://trueandfiction.com/definition/definition-of-nighttime/;definition;0;0
5392;post;preterite;Definition of preterite;https://trueandfiction.com/definition/definition-of-preterite/;definition;0;0
5391;post;cloud;Definition of cloud;https://trueandfiction.com/definition/definition-of-cloud/;definition;0;0
5390;post;relativistic mass;Definition of relativistic mass;https://trueandfiction.com/definition/definition-of-relativistic-mass/;definition;0;0
5389;post;mischief-making;Definition of mischief-making;https://trueandfiction.com/definition/definition-of-mischief-making/;definition;0;0
5388;post;typeface;Definition of typeface;https://trueandfiction.com/definition/definition-of-typeface/;definition;0;0
5387;post;landscape architect;Definition of landscape architect;https://trueandfiction.com/definition/definition-of-landscape-architect/;definition;0;0
5386;post;synergy;Definition of synergy;https://trueandfiction.com/definition/definition-of-synergy/;definition;0;0
5385;post;armet;Definition of armet;https://trueandfiction.com/definition/definition-of-armet/;definition;0;0
5384;post;black knapweed;Definition of black knapweed;https://trueandfiction.com/definition/definition-of-black-knapweed/;definition;0;0
5383;post;tartaric;Definition of tartaric;https://trueandfiction.com/definition/definition-of-tartaric/;definition;0;0
5382;post;scholarly person;Definition of scholarly person;https://trueandfiction.com/definition/definition-of-scholarly-person/;definition;0;0
5381;post;albania;Definition of albania;https://trueandfiction.com/definition/definition-of-albania/;definition;0;0
5380;post;belay;Definition of belay;https://trueandfiction.com/definition/definition-of-belay/;definition;0;0
5379;post;hard steel;Definition of hard steel;https://trueandfiction.com/definition/definition-of-hard-steel/;definition;0;0
5378;post;stretch forth;Definition of stretch forth;https://trueandfiction.com/definition/definition-of-stretch-forth/;definition;0;0
5377;post;millennium;Definition of millennium;https://trueandfiction.com/definition/definition-of-millennium/;definition;0;0
5376;post;mockingbird;Definition of mockingbird;https://trueandfiction.com/definition/definition-of-mockingbird/;definition;0;0
5375;post;valdez;Definition of valdez;https://trueandfiction.com/definition/definition-of-valdez/;definition;0;0
5374;post;dwarf daisy;Definition of dwarf daisy;https://trueandfiction.com/definition/definition-of-dwarf-daisy/;definition;0;0
5373;post;strickland;Definition of strickland;https://trueandfiction.com/definition/definition-of-strickland/;definition;0;0
5372;post;mackem;Definition of mackem;https://trueandfiction.com/definition/definition-of-mackem/;definition;0;0
5370;post;parietal placentation;Definition of parietal placentation;https://trueandfiction.com/definition/definition-of-parietal-placentation/;definition;0;0
5369;post;pole vaulting;Definition of pole vaulting;https://trueandfiction.com/definition/definition-of-pole-vaulting/;definition;0;0
5368;post;rhizophora mangle;Definition of rhizophora mangle;https://trueandfiction.com/definition/definition-of-rhizophora-mangle/;definition;0;0
5367;post;harlem;Definition of harlem;https://trueandfiction.com/definition/definition-of-harlem/;definition;0;0
5366;post;genus cepphus;Definition of genus cepphus;https://trueandfiction.com/definition/definition-of-genus-cepphus/;definition;0;0
5365;post;lathyrus tuberosus;Definition of lathyrus tuberosus;https://trueandfiction.com/definition/definition-of-lathyrus-tuberosus/;definition;0;0
5364;post;intelligence officer;Definition of intelligence officer;https://trueandfiction.com/definition/definition-of-intelligence-officer/;definition;0;0
5363;post;gun trigger;Definition of gun trigger;https://trueandfiction.com/definition/definition-of-gun-trigger/;definition;0;0
5362;post;multicultural;Definition of multicultural;https://trueandfiction.com/definition/definition-of-multicultural/;definition;0;0
5361;post;central thai;Definition of central thai;https://trueandfiction.com/definition/definition-of-central-thai/;definition;0;0
5360;post;hurly burly;Definition of hurly burly;https://trueandfiction.com/definition/definition-of-hurly-burly/;definition;0;0
5359;post;tribromoethanol;Definition of tribromoethanol;https://trueandfiction.com/definition/definition-of-tribromoethanol/;definition;0;0
5358;post;lascivious;Definition of lascivious;https://trueandfiction.com/definition/definition-of-lascivious/;definition;0;0
5357;post;coquilla nut;Definition of coquilla nut;https://trueandfiction.com/definition/definition-of-coquilla-nut/;definition;0;0
5356;post;engraft;Definition of engraft;https://trueandfiction.com/definition/definition-of-engraft/;definition;0;0
5355;post;genus plectranthus;Definition of genus plectranthus;https://trueandfiction.com/definition/definition-of-genus-plectranthus/;definition;0;0
5354;post;utah;Definition of utah;https://trueandfiction.com/definition/definition-of-utah/;definition;0;0
5353;post;guileless;Definition of guileless;https://trueandfiction.com/definition/definition-of-guileless/;definition;0;0
5352;post;white-topped aster;Definition of white-topped aster;https://trueandfiction.com/definition/definition-of-white-topped-aster/;definition;0;0
5351;post;shoeshine;Definition of shoeshine;https://trueandfiction.com/definition/definition-of-shoeshine/;definition;0;0
5350;post;giuseppe balsamo;Definition of giuseppe balsamo;https://trueandfiction.com/definition/definition-of-giuseppe-balsamo/;definition;0;0
5349;post;choir loft;Definition of choir loft;https://trueandfiction.com/definition/definition-of-choir-loft/;definition;0;0
5348;post;royal canadian mounted police;Definition of royal canadian mounted police;https://trueandfiction.com/definition/definition-of-royal-canadian-mounted-police/;definition;0;0
5347;post;genus helichrysum;Definition of genus helichrysum;https://trueandfiction.com/definition/definition-of-genus-helichrysum/;definition;0;0
5346;post;grownup;Definition of grownup;https://trueandfiction.com/definition/definition-of-grownup/;definition;0;0
5345;post;honduran monetary unit;Definition of honduran monetary unit;https://trueandfiction.com/definition/definition-of-honduran-monetary-unit/;definition;0;0
5344;post;waistband;Definition of waistband;https://trueandfiction.com/definition/definition-of-waistband/;definition;0;0
5343;post;sachet;Definition of sachet;https://trueandfiction.com/definition/definition-of-sachet/;definition;0;0
5342;post;diplomatic immunity;Definition of diplomatic immunity;https://trueandfiction.com/definition/definition-of-diplomatic-immunity/;definition;0;0
5339;post;provost court;Definition of provost court;https://trueandfiction.com/definition/definition-of-provost-court/;definition;0;0
5338;post;hephaestus;Definition of hephaestus;https://trueandfiction.com/definition/definition-of-hephaestus/;definition;0;0
5337;post;unsparing;Definition of unsparing;https://trueandfiction.com/definition/definition-of-unsparing/;definition;0;0
5334;post;stemless golden weed;Definition of stemless golden weed;https://trueandfiction.com/definition/definition-of-stemless-golden-weed/;definition;0;0
5333;post;year-round;Definition of year-round;https://trueandfiction.com/definition/definition-of-year-round/;definition;0;0
5285;post;steroid hormone;Definition of steroid hormone;https://trueandfiction.com/definition/definition-of-steroid-hormone/;definition;0;0
5284;post;sunglasses;Definition of sunglasses;https://trueandfiction.com/definition/definition-of-sunglasses/;definition;0;0
5282;post;communicativeness;Definition of communicativeness;https://trueandfiction.com/definition/definition-of-communicativeness/;definition;0;0
5281;post;film editing;Definition of film editing;https://trueandfiction.com/definition/definition-of-film-editing/;definition;0;0
5278;post;capital of louisiana;Definition of capital of louisiana;https://trueandfiction.com/definition/definition-of-capital-of-louisiana/;definition;0;0
5277;post;"humming bird&#8217;s trumpet";"Definition of humming bird&#8217;s trumpet";https://trueandfiction.com/definition/definition-of-humming-birds-trumpet/;definition;0;0
5276;post;squealer;Definition of squealer;https://trueandfiction.com/definition/definition-of-squealer/;definition;0;0
5275;post;psittacus erithacus;Definition of psittacus erithacus;https://trueandfiction.com/definition/definition-of-psittacus-erithacus/;definition;0;0
5274;post;right-angled triangle;Definition of right-angled triangle;https://trueandfiction.com/definition/definition-of-right-angled-triangle/;definition;0;0
5273;post;jaggedly;Definition of jaggedly;https://trueandfiction.com/definition/definition-of-jaggedly/;definition;0;0
5272;post;khukuri;Definition of khukuri;https://trueandfiction.com/definition/definition-of-khukuri/;definition;0;0
5271;post;hugo devries;Definition of hugo devries;https://trueandfiction.com/definition/definition-of-hugo-devries/;definition;0;0
5270;post;thermic fever;Definition of thermic fever;https://trueandfiction.com/definition/definition-of-thermic-fever/;definition;0;0
5269;post;verbascum phoeniceum;Definition of verbascum phoeniceum;https://trueandfiction.com/definition/definition-of-verbascum-phoeniceum/;definition;0;0
5268;post;sanitized;Definition of sanitized;https://trueandfiction.com/definition/definition-of-sanitized/;definition;0;0
5267;post;patent system;Definition of patent system;https://trueandfiction.com/definition/definition-of-patent-system/;definition;0;0
5266;post;red bordeaux;Definition of red bordeaux;https://trueandfiction.com/definition/definition-of-red-bordeaux/;definition;0;0
5265;post;pieris floribunda;Definition of pieris floribunda;https://trueandfiction.com/definition/definition-of-pieris-floribunda/;definition;0;0
5264;post;sweet reseda;Definition of sweet reseda;https://trueandfiction.com/definition/definition-of-sweet-reseda/;definition;0;0
5263;post;side-whiskers;Definition of side-whiskers;https://trueandfiction.com/definition/definition-of-side-whiskers/;definition;0;0
5262;post;horse barn;Definition of horse barn;https://trueandfiction.com/definition/definition-of-horse-barn/;definition;0;0
5261;post;crex crex;Definition of crex crex;https://trueandfiction.com/definition/definition-of-crex-crex/;definition;0;0
5260;post;saone;Definition of saone;https://trueandfiction.com/definition/definition-of-saone/;definition;0;0
5259;post;william gilbert;Definition of william gilbert;https://trueandfiction.com/definition/definition-of-william-gilbert/;definition;0;0
5256;post;genus priodontes;Definition of genus priodontes;https://trueandfiction.com/definition/definition-of-genus-priodontes/;definition;0;0
5255;post;time and a half;Definition of time and a half;https://trueandfiction.com/definition/definition-of-time-and-a-half/;definition;0;0
5254;post;lumberjack;Definition of lumberjack;https://trueandfiction.com/definition/definition-of-lumberjack/;definition;0;0
5253;post;agonize;Definition of agonize;https://trueandfiction.com/definition/definition-of-agonize/;definition;0;0
5252;post;await;Definition of await;https://trueandfiction.com/definition/definition-of-await/;definition;0;0
5251;post;picket boat;Definition of picket boat;https://trueandfiction.com/definition/definition-of-picket-boat/;definition;0;0
5250;post;supply-side economics;Definition of supply-side economics;https://trueandfiction.com/definition/definition-of-supply-side-economics/;definition;0;0
5249;post;chinese wood oil;Definition of chinese wood oil;https://trueandfiction.com/definition/definition-of-chinese-wood-oil/;definition;0;0
5248;post;cephalochordate;Definition of cephalochordate;https://trueandfiction.com/definition/definition-of-cephalochordate/;definition;0;0
5247;post;"turk&#8217;s-cap";"Definition of turk&#8217;s-cap";https://trueandfiction.com/definition/definition-of-turks-cap/;definition;0;0
5246;post;unmusically;Definition of unmusically;https://trueandfiction.com/definition/definition-of-unmusically/;definition;0;0
5245;post;stock power;Definition of stock power;https://trueandfiction.com/definition/definition-of-stock-power/;definition;0;0
5244;post;combed;Definition of combed;https://trueandfiction.com/definition/definition-of-combed/;definition;0;0
5243;post;ijssel river;Definition of ijssel river;https://trueandfiction.com/definition/definition-of-ijssel-river/;definition;0;0
5242;post;codswallop;Definition of codswallop;https://trueandfiction.com/definition/definition-of-codswallop/;definition;0;0
5241;post;luteal phase;Definition of luteal phase;https://trueandfiction.com/definition/definition-of-luteal-phase/;definition;0;0
5240;post;cyanamide;Definition of cyanamide;https://trueandfiction.com/definition/definition-of-cyanamide/;definition;0;0
5239;post;euthenics;Definition of euthenics;https://trueandfiction.com/definition/definition-of-euthenics/;definition;0;0
5238;post;thysanopter;Definition of thysanopter;https://trueandfiction.com/definition/definition-of-thysanopter/;definition;0;0
5237;post;bulbul;Definition of bulbul;https://trueandfiction.com/definition/definition-of-bulbul/;definition;0;0
5236;post;mountain spleenwort;Definition of mountain spleenwort;https://trueandfiction.com/definition/definition-of-mountain-spleenwort/;definition;0;0
5235;post;hemimorphite;Definition of hemimorphite;https://trueandfiction.com/definition/definition-of-hemimorphite/;definition;0;0
5234;post;shag;Definition of shag;https://trueandfiction.com/definition/definition-of-shag/;definition;0;0
5233;post;acquired;Definition of acquired;https://trueandfiction.com/definition/definition-of-acquired/;definition;0;0
5232;post;linguistic communication;Definition of linguistic communication;https://trueandfiction.com/definition/definition-of-linguistic-communication/;definition;0;0
5231;post;clockwise;Definition of clockwise;https://trueandfiction.com/definition/definition-of-clockwise/;definition;0;0
5230;post;seat;Definition of seat;https://trueandfiction.com/definition/definition-of-seat/;definition;0;0
5229;post;afforestation;Definition of afforestation;https://trueandfiction.com/definition/definition-of-afforestation/;definition;0;0
5228;post;peacenik;Definition of peacenik;https://trueandfiction.com/definition/definition-of-peacenik/;definition;0;0
5227;post;blucher;Definition of blucher;https://trueandfiction.com/definition/definition-of-blucher/;definition;0;0
5226;post;sulkiness;Definition of sulkiness;https://trueandfiction.com/definition/definition-of-sulkiness/;definition;0;0
5225;post;all of a sudden;Definition of all of a sudden;https://trueandfiction.com/definition/definition-of-all-of-a-sudden/;definition;0;0
5224;post;nuclear submarine;Definition of nuclear submarine;https://trueandfiction.com/definition/definition-of-nuclear-submarine/;definition;0;0
5223;post;gourmand;Definition of gourmand;https://trueandfiction.com/definition/definition-of-gourmand/;definition;0;0
5222;post;family pholadidae;Definition of family pholadidae;https://trueandfiction.com/definition/definition-of-family-pholadidae/;definition;0;0
5221;post;newspaper column;Definition of newspaper column;https://trueandfiction.com/definition/definition-of-newspaper-column/;definition;0;0
5220;post;sodium silicate;Definition of sodium silicate;https://trueandfiction.com/definition/definition-of-sodium-silicate/;definition;0;0
5219;post;actinomyxidia;Definition of actinomyxidia;https://trueandfiction.com/definition/definition-of-actinomyxidia/;definition;0;0
5218;post;genus pecopteris;Definition of genus pecopteris;https://trueandfiction.com/definition/definition-of-genus-pecopteris/;definition;0;0
5217;post;blubberer;Definition of blubberer;https://trueandfiction.com/definition/definition-of-blubberer/;definition;0;0
5216;post;conversely;Definition of conversely;https://trueandfiction.com/definition/definition-of-conversely/;definition;0;0
5215;post;linchpin;Definition of linchpin;https://trueandfiction.com/definition/definition-of-linchpin/;definition;0;0
5213;post;hieratical;Definition of hieratical;https://trueandfiction.com/definition/definition-of-hieratical/;definition;0;0
5212;post;mental retardation;Definition of mental retardation;https://trueandfiction.com/definition/definition-of-mental-retardation/;definition;0;0
5211;post;molucella;Definition of molucella;https://trueandfiction.com/definition/definition-of-molucella/;definition;0;0
5210;post;hydrogen bond;Definition of hydrogen bond;https://trueandfiction.com/definition/definition-of-hydrogen-bond/;definition;0;0
5208;post;dichondra;Definition of dichondra;https://trueandfiction.com/definition/definition-of-dichondra/;definition;0;0
5207;post;domoic acid;Definition of domoic acid;https://trueandfiction.com/definition/definition-of-domoic-acid/;definition;0;0
5206;post;slain;Definition of slain;https://trueandfiction.com/definition/definition-of-slain/;definition;0;0
5205;post;ligustrum ovalifolium;Definition of ligustrum ovalifolium;https://trueandfiction.com/definition/definition-of-ligustrum-ovalifolium/;definition;0;0
5204;post;genus selenarctos;Definition of genus selenarctos;https://trueandfiction.com/definition/definition-of-genus-selenarctos/;definition;0;0
5203;post;instrument landing;Definition of instrument landing;https://trueandfiction.com/definition/definition-of-instrument-landing/;definition;0;0
5202;post;"saint elmo&#8217;s light";"Definition of saint elmo&#8217;s light";https://trueandfiction.com/definition/definition-of-saint-elmos-light/;definition;0;0
5201;post;decoy;Definition of decoy;https://trueandfiction.com/definition/definition-of-decoy/;definition;0;0
5200;post;innominate vein;Definition of innominate vein;https://trueandfiction.com/definition/definition-of-innominate-vein/;definition;0;0
5199;post;centripetal force;Definition of centripetal force;https://trueandfiction.com/definition/definition-of-centripetal-force/;definition;0;0
5198;post;ayurveda;Definition of ayurveda;https://trueandfiction.com/definition/definition-of-ayurveda/;definition;0;0
5197;post;word for word;Definition of word for word;https://trueandfiction.com/definition/definition-of-word-for-word/;definition;0;0
5196;post;frobisher;Definition of frobisher;https://trueandfiction.com/definition/definition-of-frobisher/;definition;0;0
5195;post;invert sugar;Definition of invert sugar;https://trueandfiction.com/definition/definition-of-invert-sugar/;definition;0;0
5194;post;mortgager;Definition of mortgager;https://trueandfiction.com/definition/definition-of-mortgager/;definition;0;0
5193;post;impressionable;Definition of impressionable;https://trueandfiction.com/definition/definition-of-impressionable/;definition;0;0
5192;post;trousers;Definition of trousers;https://trueandfiction.com/definition/definition-of-trousers/;definition;0;0
5191;post;apodous;Definition of apodous;https://trueandfiction.com/definition/definition-of-apodous/;definition;0;0
5190;post;dapper;Definition of dapper;https://trueandfiction.com/definition/definition-of-dapper/;definition;0;0
5189;post;fireplug;Definition of fireplug;https://trueandfiction.com/definition/definition-of-fireplug/;definition;0;0
5188;post;pleasure-unpleasure principle;Definition of pleasure-unpleasure principle;https://trueandfiction.com/definition/definition-of-pleasure-unpleasure-principle/;definition;0;0
5187;post;perfervid;Definition of perfervid;https://trueandfiction.com/definition/definition-of-perfervid/;definition;0;0
5186;post;skipper;Definition of skipper;https://trueandfiction.com/definition/definition-of-skipper/;definition;0;0
5185;post;flindersia;Definition of flindersia;https://trueandfiction.com/definition/definition-of-flindersia/;definition;0;0
5184;post;prokofiev;Definition of prokofiev;https://trueandfiction.com/definition/definition-of-prokofiev/;definition;0;0
5183;post;lazybones;Definition of lazybones;https://trueandfiction.com/definition/definition-of-lazybones/;definition;0;0
5182;post;percept;Definition of percept;https://trueandfiction.com/definition/definition-of-percept/;definition;0;0
5181;post;accessional;Definition of accessional;https://trueandfiction.com/definition/definition-of-accessional/;definition;0;0
5180;post;hyaline membrane disease;Definition of hyaline membrane disease;https://trueandfiction.com/definition/definition-of-hyaline-membrane-disease/;definition;0;0
5179;post;banqueting;Definition of banqueting;https://trueandfiction.com/definition/definition-of-banqueting/;definition;0;0
5178;post;lexicalisation;Definition of lexicalisation;https://trueandfiction.com/definition/definition-of-lexicalisation/;definition;0;0
5176;post;tweed;Definition of tweed;https://trueandfiction.com/definition/definition-of-tweed/;definition;0;0
5175;post;massively;Definition of massively;https://trueandfiction.com/definition/definition-of-massively/;definition;0;0
